Номер	Год	Завод	ID детали
409854	1988	29	615717843
482765	1985	29	615734711
39889	1973	93	615831147
308459	1988	29	615877244
94669	2004	5	615890426
75614	2005	1175	615900610
600054	2021	5	615901372
42597	1989	186	615908668
256381	2011	5	616031779
13704	2008	39	616099207
241316	1985	5	616109927
35141	2020	1226	616114773
8143	2021	1226	616114776
51675	1994	39	616120226
29563	1981	39	616135738
201157	2014	5	616194226
48878	1984	5	616205270
632293	1996	29	616209586
42147	1988	39	616223237
439872	1980	29	616231976
674830	1989	29	616232758
138694	1992	29	616263546
811578	1994	5	616268083
52888	1991	5	616272869
274772	2008	5	616276038
52418	1982	5	616279058
548842	1981	29	616279367
38276	2020	1226	616282756
969310	1991	29	616284156
642869	1996	29	616284717
21874	2003	5	616289211
44794	1978	29	616289752
322903	1988	29	616299496
40051	2021	12	616307436
40067	2021	12	616307439
40086	2021	12	616307445
40140	2021	12	616307456
40150	2021	12	616307459
19326	1983	29	616312423
319351	1993	29	616316330
301883	1986	5	616329766
40029	2021	12	616335966
40048	2021	12	616335972
40066	2021	12	616335978
40120	2021	12	616335992
54613	1973	93	616346669
35960	1990	5	616347559
492033	1981	29	616350453
722542	1996	29	616351492
196724	2014	5	616375199
175076	1985	5	616383019
42641	1984	5	616392288
1943	2010	1175	616399069
40069	2021	12	616404282
40142	2021	12	616404290
548836	1978	5	616410711
828900	1982	29	616410782
719259	1990	29	616418980
197206	2014	5	616435734
926493	1987	29	616437672
47764	1998	119	616468641
28123	2005	5	616471764
664561	1996	29	616476221
87980	2004	5	616496075
150803	1979	5	616502870
25824	1987	5	616520589
7095	1978	5	616520689
107388	2009	5	616532900
525478	2021	5	616547404
114645	2021	5	616547410
4982	2021	1557	616547424
4851	2021	1557	616547427
25305	2021	1226	616550693
22597	2021	1226	616554669
2086	2011	5	616561264
62115	1988	39	616561287
231061	1980	29	616565801
113557	1989	39	616568850
245482	1992	29	616573215
14955	2010	39	616582395
295260	2012	29	616582595
4392	2001	1175	616590264
33816	1991	5	616591077
161267	2010	5	616591105
40697	1996	5	616591257
817422	1990	29	616595980
59087	1989	5	616596189
950326	2010	29	616596378
303274	2008	5	616600594
522818	2021	5	616606929
960073	1991	29	616607152
336925	1993	29	616611051
33875	2009	1175	616613249
326935	1984	29	616620806
74278	2004	29	616620915
24369	1992	39	616620975
24455	1994	5	616625154
55527	2002	5	616625455
23653	1989	39	616628572
275134	2012	29	616628612
14579	1984	5	616631220
951971	1987	29	616631234
30287	1986	5	616633000
19380	1977	186	616634025
739369	1996	29	616636959
102761	2010	5	616644172
2482	2002	1175	616645051
33874	2012	39	616645100
7700	2008	1175	616648105
80817	2011	29	616648314
76485	1991	29	616652299
541204	1989	29	616654111
109588	2011	29	616655273
5603	1992	39	616655582
144636	2012	5	616657414
39110	2007	5	616657517
142178	1974	5	616662180
648930	1990	39	616663053
275101	1988	29	616675347
795717	1982	29	616675628
111934	1967	5	616682329
711994	2017	5	616682738
15695	1989	29	616688151
96624	2012	1175	616688692
16367	2011	29	616691812
479358	1981	29	616692631
2934	1976	93	616692874
840695	1990	29	616703591
37344	2021	1422	616703700
26088	2009	1175	616704702
58496	1990	5	616705251
155529	2010	5	616710570
207723	1983	5	616711935
976339	2002	29	616713959
924	1994	5	616718636
266563	1988	29	616723273
819695	2010	29	616727879
240875	2005	29	616730143
2015	1989	119	616734537
210161	1978	39	616736987
33979	1972	93	616745998
6534	2007	5	616746379
112499	1980	39	616753312
6971	1977	5	616753701
67201	1976	29	616753810
20784	1991	29	616757654
400656	2021	12	616761802
401039	2021	12	616761816
401139	2021	12	616761819
401396	2021	12	616761822
401178	2021	12	616761825
401727	2021	12	616761842
271391	1980	29	616762131
2720	1988	29	616766070
40934	1975	93	616766376
642264	2008	29	616766634
460392	1992	29	616766851
4328	2004	1175	616767455
16169	2006	5	616767581
4755	2002	1175	616775238
51922	1989	5	616777872
86118	1977	29	616778805
165697	1979	29	616779887
871037	1978	6711	616781553
23296	1988	186	616784790
398994	1980	29	616788686
27180	2005	5	616788726
403598	1984	29	616792971
33413	1976	29	616793916
604485	1996	29	616796509
42590	1984	5	616800110
124118	2021	5	616801201
511398	1993	29	616807744
12427	1985	60	616815198
16298	1984	5	616817202
970503	1987	29	616817371
26223	2003	1175	616823207
34527	2003	5	616823210
5821	1992	6712	616829310
725133	2017	5	616830813
91301	1978	29	616830990
179801	1996	39	616832447
30536	1994	5	616839400
560199	1993	29	616851033
518792	2007	29	616855619
210265	1976	5	616856360
18623	1977	5	616859815
214375	2011	5	616860528
72791	1995	39	616862709
545870	2021	5	616863130
546236	2021	5	616863147
16945	1977	29	616864578
314860	1989	39	616875862
2452	2005	5	616876274
241534	2021	5	616878959
239372	2021	5	616878979
233178	2021	5	616878982
244690	2021	5	616878985
240626	2021	5	616878988
35747	1970	39	616879595
950181	2002	29	616888033
718950	2017	5	616888325
26444	1994	5	616890884
102	2021	1275	616943682
246	2021	1275	616943688
363	2021	1275	616943699
381	2021	1275	616943702
386	2021	1275	616943705
12281	2009	39	616997101
28932	2005	1175	617000313
1560	2020	1422	617032690
4549	2007	33	1317402
75577	2010	1175	613894349
106941	2010	5	614650529
50162	2020	1487	614698658
50105	2020	1487	614698661
50184	2019	1487	614912701
50281	2019	1487	614929873
50164	2019	1487	614930010
50038	2019	1487	614930019
50047	2020	1487	614954109
50149	2020	1487	614954129
4915	1990	60	615676887
3697	1980	186	615858249
8426	1984	60	615906072
3909	1989	6711	616347379
30110	1995	5	616577881
8932	1980	5	616681708
224940	2011	5	616690905
37344	2021	1422	616703932
102761	2012	5	616729628
3699	2010	1175	616746428
1193	2005	1175	616749597
3434	1991	5	616791331
9511	1976	93	616845483
254	1995	5	616860637
27899	2011	29	616887584
309	2021	1275	616943691
702	2011	5	617007890
1010	2007	1164	617008746
1112	2002	1216	617037688
11311	2019	2002	617040127
28273	1996	12	1629026
3147	2012	1226	613894378
15926	1985	60	614355047
69664	1987	29	614386780
50032	2020	1487	614698647
50285	2019	1487	614929876
50070	2019	1487	614929996
50139	2019	1487	614929999
50135	2019	1487	614930039
50067	2019	1487	614939909
50171	2019	1487	614943759
50089	2020	1487	614954118
50187	2019	1487	614966956
1166	1985	60	615619223
2234	1990	39	615763239
22770	1972	87	615822300
24555	1992	5	616257762
977	1987	29	616263959
6956	1988	5	616276090
34279	1989	39	616354427
172631	1976	5	616573785
24542	2005	39	616594787
23130	1985	186	616597658
27696	1993	5	616599261
18742	1986	5	616682129
15071	2010	1164	616692863
2913	1977	29	616696819
1755	1987	5	616757274
4296	1980	39	616893358
29882	2005	1175	616897889
49	2021	1275	616943680
343	2021	1275	616943694
358	2021	1275	616943697
438	2021	1275	616943717
48	2003	119	924869
23548	1978	39	613859863
296299	2008	5	613894347
25203	1981	5	614142888
208905	1988	5	614241116
50124	2020	1487	614698653
50188	2020	1487	614698656
366	2017	12	614825895
50314	2019	1487	614912713
50058	2019	1487	614929859
50065	2019	1487	614939912
8942	1984	119	615801118
248130	1992	29	615897385
49699	2008	39	615899472
4056	1974	5	616050887
767	1981	5	616119852
3477	1987	60	616223238
40126	2021	12	616335996
1313	1996	1164	616472612
3305	2012	1226	616512443
9405	2021	1557	616523306
4712	1975	93	616591026
27	2002	5	616595171
11993	1990	5	616627923
19326	2011	29	616645052
31469	1987	5	616674999
19893	1971	93	616758036
840	1995	29	616768086
638	1986	5	616771893
7722	1993	39	616792720
76545	1977	60	616817091
15074	2009	1175	616860778
2175	1996	1185	616912677
390	2021	1275	616943706
1234	2004	1175	616960219
35070	2009	1175	616977251
17	2007	119	616993945
33461	2011	1175	617024490
50071	2020	1487	614678682
50097	2020	1487	614698645
50312	2019	1487	614912739
50121	2019	1487	614912745
50258	2019	1487	614912802
50055	2019	1487	614929997
50056	2019	1487	614930017
50066	2019	1487	614930037
50092	2019	1487	614939904
50150	2019	1487	614943754
50111	2020	1487	614954153
50266	2019	1487	614966968
1259	1990	39	615440372
1155	2011	1216	615623595
18216	1975	39	615709849
8581	2003	29	616261770
23839	1976	39	616279328
18780	2001	39	616299746
102406	1979	5	616573786
3171	2004	119	616584978
13591	1986	5	616600484
6381	2021	1175	616623209
10101	2011	29	616648284
2938	1992	119	616650448
60490	1985	5	616757836
988	2008	1175	616787425
103	2021	1275	616943683
327	2021	1275	616943692
395	2021	1275	616943709
426	2021	1275	616943712
2897	2004	1175	617008747
400	1971	39	1482750
13768	1989	5	614386801
3010	1985	5	614405029
8850	1989	5	614730885
37444	2004	1175	614870203
50023	2019	1487	614930000
50157	2019	1487	614930046
50046	2019	1487	614939887
50069	2019	1487	614943751
50165	2019	1487	614943760
50183	2020	1487	614954162
50093	2020	1487	614954176
1525	1973	93	615159033
6133	2009	1175	615597953
316236	1990	39	615639771
9373	1993	119	615729168
32112	2001	39	616119921
40079	2021	12	616335985
18129	2007	33	616645963
12087	1987	5	616654112
461	1981	5	616693912
152	1992	5	616701099
1869	2004	1175	616779794
1709	2004	119	616830743
495	2005	5	616839897
83778	1987	5	616845484
75	2021	1275	616943681
360	2021	1275	616943698
378	2021	1275	616943701
2585	1983	39	616957632
26501	2007	39	616973645
4612	2009	1175	616977249
2573	1997	39	617032543
2101	2005	39	617034778
13243	2019	2002	617051023
50110	2020	1487	614698654
15352	1985	186	615649987
13662	1988	39	615721494
589	1982	39	615743243
34287	2005	39	615966534
100661	2010	5	616029926
52652	1983	29	616124029
39481	1977	29	616379486
1475	1987	29	616508777
1528	1974	39	616573875
6	2009	1175	616600493
3995	1989	5	616616554
11444	1995	5	616665648
54	1993	119	616766813
1607	1986	119	616807205
381	2001	60	616839608
441	2021	1275	616943718
5933	2010	1175	617032497
